Time series of measured orientation data in quaternions:
Time (s)	hand_l_imu	humerus_r_imu	torso_imu	radius_l_imu	calcn_r_imu	head_imu	femur_l_imu	radius_r_imu	calcn_l_imu	tibia_l_imu	hand_r_imu	humerus_l_imu	femur_r_imu	pelvis_imu	tibia_r_imu
15.6311876	~[0.710994,0.170762,-0.678191,-0.073387]	~[-0.144367,-0.679650,0.078333,-0.714911]	~[0.368407,-0.320224,-0.212209,-0.846582]	~[0.634347,-0.060747,-0.720961,-0.272266]	~[0.418942,-0.389600,-0.047862,-0.818785]	~[-0.323205,-0.226708,-0.520234,-0.757297]	~[0.686405,-0.299203,-0.644505,-0.154724]	~[-0.013465,-0.626573,0.316044,-0.712279]	~[0.559521,-0.240050,-0.264186,-0.748010]	~[0.623467,-0.232276,-0.738891,-0.106657]	~[-0.404945,-0.510017,0.409000,-0.639235]	~[0.751464,-0.184326,-0.599060,-0.206040]	~[-0.193211,-0.722408,0.029315,-0.663277]	~[0.709916,0.337013,-0.517928,0.337923]	~[-0.190214,-0.686124,0.380986,-0.589832]
15.6350045	~[0.710942,0.170591,-0.678271,-0.073551]	~[-0.144365,-0.679771,0.078259,-0.714805]	~[0.368436,-0.320279,-0.212157,-0.846561]	~[0.634307,-0.060942,-0.720930,-0.272397]	~[0.418966,-0.389563,-0.047807,-0.818793]	~[-0.323129,-0.226644,-0.520255,-0.757334]	~[0.686405,-0.299093,-0.644551,-0.154743]	~[-0.013140,-0.626724,0.315753,-0.712281]	~[0.559545,-0.240030,-0.264112,-0.748024]	~[0.623461,-0.232371,-0.738834,-0.106888]	~[-0.404644,-0.510296,0.408753,-0.639360]	~[0.751482,-0.184366,-0.598992,-0.206137]	~[-0.193109,-0.722425,0.029324,-0.663288]	~[0.709877,0.337066,-0.517912,0.337978]	~[-0.190042,-0.686241,0.380756,-0.589900]
15.6388293	~[0.710983,0.170483,-0.678231,-0.073773]	~[-0.144204,-0.679755,0.078064,-0.714874]	~[0.368408,-0.320391,-0.212031,-0.846562]	~[0.634259,-0.061170,-0.720859,-0.272646]	~[0.419006,-0.389543,-0.047747,-0.818786]	~[-0.323001,-0.226636,-0.520369,-0.757313]	~[0.686436,-0.298997,-0.644583,-0.154662]	~[-0.013079,-0.626725,0.315683,-0.712312]	~[0.559522,-0.240043,-0.264139,-0.748028]	~[0.623455,-0.232434,-0.738790,-0.107087]	~[-0.404481,-0.510404,0.408642,-0.639449]	~[0.751441,-0.184536,-0.598929,-0.206318]	~[-0.192920,-0.722450,0.029207,-0.663321]	~[0.709866,0.337104,-0.517847,0.338061]	~[-0.189937,-0.686285,0.380667,-0.589940]
15.6426806	~[0.710953,0.170457,-0.678260,-0.073852]	~[-0.144107,-0.679783,0.078091,-0.714863]	~[0.368435,-0.320510,-0.212013,-0.846510]	~[0.634277,-0.061224,-0.720811,-0.272720]	~[0.419032,-0.389513,-0.047710,-0.818789]	~[-0.322886,-0.226620,-0.520535,-0.757253]	~[0.686457,-0.298973,-0.644575,-0.154645]	~[-0.013265,-0.626682,0.315835,-0.712280]	~[0.559499,-0.240039,-0.264139,-0.748046]	~[0.623455,-0.232502,-0.738739,-0.107291]	~[-0.404480,-0.510345,0.408631,-0.639503]	~[0.751449,-0.184735,-0.598802,-0.206477]	~[-0.193058,-0.722410,0.029324,-0.663319]	~[0.709844,0.337141,-0.517791,0.338157]	~[-0.189763,-0.686327,0.380563,-0.590014]
15.6464826	~[0.710879,0.170685,-0.678294,-0.073722]	~[-0.144021,-0.679849,0.078088,-0.714818]	~[0.368449,-0.320528,-0.212039,-0.846491]	~[0.634377,-0.060972,-0.720791,-0.272596]	~[0.419011,-0.389466,-0.047713,-0.818822]	~[-0.322809,-0.226609,-0.520680,-0.757189]	~[0.686478,-0.298996,-0.644533,-0.154684]	~[-0.013642,-0.626554,0.316058,-0.712286]	~[0.559512,-0.239967,-0.264132,-0.748062]	~[0.623477,-0.232516,-0.738678,-0.107554]	~[-0.404608,-0.510234,0.408638,-0.639507]	~[0.751543,-0.184578,-0.598777,-0.206353]	~[-0.193185,-0.722399,0.029486,-0.663288]	~[0.709816,0.337203,-0.517822,0.338105]	~[-0.189664,-0.686378,0.380431,-0.590071]
15.6570933	~[0.710835,0.170850,-0.678326,-0.073475]	~[-0.144098,-0.679902,0.078211,-0.714739]	~[0.368446,-0.320481,-0.211954,-0.846531]	~[0.634465,-0.060669,-0.720797,-0.272443]	~[0.419032,-0.389463,-0.047672,-0.818815]	~[-0.322747,-0.226615,-0.520781,-0.757144]	~[0.686535,-0.298926,-0.644539,-0.154543]	~[-0.013870,-0.626468,0.316334,-0.712235]	~[0.559501,-0.239964,-0.264133,-0.748071]	~[0.623469,-0.232684,-0.738580,-0.107906]	~[-0.404732,-0.510159,0.408924,-0.639305]	~[0.751586,-0.184322,-0.598826,-0.206279]	~[-0.193149,-0.722429,0.029526,-0.663263]	~[0.709768,0.337261,-0.517896,0.338036]	~[-0.189623,-0.686363,0.380373,-0.590140]
15.6779414	~[0.710931,0.171212,-0.678162,-0.073206]	~[-0.144036,-0.679976,0.078203,-0.714682]	~[0.368373,-0.320701,-0.211841,-0.846508]	~[0.634619,-0.060282,-0.720770,-0.272242]	~[0.419045,-0.389430,-0.047665,-0.818825]	~[-0.322666,-0.226629,-0.520781,-0.757174]	~[0.686527,-0.298849,-0.644593,-0.154495]	~[-0.013923,-0.626419,0.316702,-0.712114]	~[0.559481,-0.239931,-0.264155,-0.748088]	~[0.623479,-0.232766,-0.738515,-0.108119]	~[-0.404753,-0.510123,0.409336,-0.639057]	~[0.751676,-0.184145,-0.598782,-0.206237]	~[-0.192988,-0.722438,0.029315,-0.663309]	~[0.709660,0.337363,-0.517972,0.338044]	~[-0.189633,-0.686376,0.380311,-0.590162]
15.7071952	~[0.711177,0.171486,-0.677849,-0.073080]	~[-0.143877,-0.680088,0.077915,-0.714639]	~[0.368279,-0.320859,-0.211619,-0.846545]	~[0.634749,-0.060088,-0.720707,-0.272150]	~[0.419054,-0.389449,-0.047621,-0.818813]	~[-0.322496,-0.226503,-0.520728,-0.757321]	~[0.686549,-0.298759,-0.644626,-0.154439]	~[-0.013410,-0.626593,0.316547,-0.712039]	~[0.559444,-0.239902,-0.264201,-0.748109]	~[0.623446,-0.232695,-0.738560,-0.108153]	~[-0.404358,-0.510386,0.409345,-0.639091]	~[0.751829,-0.183990,-0.598673,-0.206135]	~[-0.192869,-0.722430,0.029210,-0.663358]	~[0.709679,0.337365,-0.517989,0.337974]	~[-0.189592,-0.686437,0.380223,-0.590160]
15.7279167	~[0.711261,0.171529,-0.677767,-0.072921]	~[-0.143710,-0.680173,0.077664,-0.714619]	~[0.368341,-0.321014,-0.211689,-0.846441]	~[0.634847,-0.060065,-0.720685,-0.271981]	~[0.419031,-0.389466,-0.047620,-0.818817]	~[-0.322328,-0.226548,-0.520567,-0.757490]	~[0.686527,-0.298749,-0.644651,-0.154448]	~[-0.013421,-0.626647,0.316647,-0.711947]	~[0.559414,-0.239889,-0.264208,-0.748133]	~[0.623423,-0.232630,-0.738606,-0.108112]	~[-0.404209,-0.510666,0.409237,-0.639030]	~[0.751867,-0.184056,-0.598612,-0.206118]	~[-0.192780,-0.722469,0.029125,-0.663344]	~[0.709699,0.337345,-0.517980,0.337967]	~[-0.189534,-0.686507,0.380124,-0.590162]
15.7571991	~[0.711325,0.171271,-0.677751,-0.073046]	~[-0.143579,-0.680240,0.077473,-0.714603]	~[0.368336,-0.321091,-0.211919,-0.846356]	~[0.634880,-0.060349,-0.720585,-0.272108]	~[0.419055,-0.389449,-0.047611,-0.818814]	~[-0.322204,-0.226557,-0.520567,-0.757539]	~[0.686494,-0.298805,-0.644637,-0.154549]	~[-0.013700,-0.626594,0.316885,-0.711883]	~[0.559418,-0.239879,-0.264197,-0.748137]	~[0.623419,-0.232690,-0.738586,-0.108147]	~[-0.404453,-0.510641,0.409245,-0.638891]	~[0.751873,-0.184415,-0.598437,-0.206280]	~[-0.192612,-0.722470,0.029028,-0.663396]	~[0.709638,0.337372,-0.518075,0.337923]	~[-0.189593,-0.686514,0.380090,-0.590157]
15.7779075	~[0.711323,0.171317,-0.677717,-0.073282]	~[-0.143525,-0.680229,0.077486,-0.714622]	~[0.368325,-0.321078,-0.212170,-0.846303]	~[0.634990,-0.060427,-0.720410,-0.272297]	~[0.419026,-0.389421,-0.047624,-0.818841]	~[-0.322105,-0.226579,-0.520655,-0.757515]	~[0.686412,-0.298885,-0.644662,-0.154654]	~[-0.013991,-0.626571,0.317059,-0.711819]	~[0.559430,-0.239878,-0.264179,-0.748135]	~[0.623432,-0.232762,-0.738545,-0.108192]	~[-0.404552,-0.510603,0.409244,-0.638860]	~[0.751967,-0.184706,-0.598189,-0.206395]	~[-0.192632,-0.722519,0.029121,-0.663333]	~[0.709528,0.337447,-0.518182,0.337916]	~[-0.189607,-0.686547,0.380060,-0.590133]
15.807167	~[0.711418,0.171718,-0.677537,-0.073080]	~[-0.143612,-0.680148,0.077718,-0.714656]	~[0.368335,-0.321030,-0.212184,-0.846314]	~[0.635222,-0.060084,-0.720274,-0.272193]	~[0.419030,-0.389361,-0.047610,-0.818868]	~[-0.321980,-0.226647,-0.520873,-0.757398]	~[0.686427,-0.298893,-0.644649,-0.154626]	~[-0.014013,-0.626617,0.317127,-0.711748]	~[0.559420,-0.239907,-0.264134,-0.748149]	~[0.623480,-0.232723,-0.738519,-0.108179]	~[-0.404367,-0.510914,0.409194,-0.638760]	~[0.751995,-0.184758,-0.598101,-0.206502]	~[-0.192471,-0.722577,0.029032,-0.663321]	~[0.709456,0.337502,-0.518244,0.337916]	~[-0.189631,-0.686548,0.380042,-0.590136]
15.8278824	~[0.711657,0.172398,-0.677170,-0.072556]	~[-0.143615,-0.680049,0.077823,-0.714739]	~[0.368280,-0.321023,-0.212120,-0.846356]	~[0.635518,-0.059446,-0.720272,-0.271645]	~[0.419045,-0.389340,-0.047542,-0.818874]	~[-0.321937,-0.226578,-0.521175,-0.757229]	~[0.686495,-0.298863,-0.644615,-0.154519]	~[-0.013955,-0.626581,0.317306,-0.711701]	~[0.559449,-0.239832,-0.264111,-0.748160]	~[0.623519,-0.232793,-0.738450,-0.108271]	~[-0.404177,-0.511051,0.409274,-0.638720]	~[0.752073,-0.184599,-0.598055,-0.206496]	~[-0.192427,-0.722622,0.029007,-0.663286]	~[0.709379,0.337616,-0.518260,0.337939]	~[-0.189585,-0.686574,0.379984,-0.590157]
15.857229	~[0.711770,0.172826,-0.676980,-0.072202]	~[-0.143593,-0.679947,0.077836,-0.714839]	~[0.368223,-0.321057,-0.212128,-0.846366]	~[0.635712,-0.059028,-0.720232,-0.271387]	~[0.419065,-0.389332,-0.047516,-0.818869]	~[-0.321926,-0.226609,-0.521525,-0.756983]	~[0.686589,-0.298794,-0.644566,-0.154442]	~[-0.013953,-0.626509,0.317475,-0.711689]	~[0.559409,-0.239809,-0.264145,-0.748185]	~[0.623478,-0.232850,-0.738440,-0.108455]	~[-0.404088,-0.510954,0.409344,-0.638808]	~[0.752078,-0.184348,-0.598163,-0.206388]	~[-0.192531,-0.722602,0.029008,-0.663277]	~[0.709375,0.337683,-0.518268,0.337870]	~[-0.189461,-0.686626,0.379848,-0.590224]
15.8778966	~[0.711635,0.173183,-0.677049,-0.072023]	~[-0.143533,-0.679919,0.077583,-0.714905]	~[0.368191,-0.320856,-0.212208,-0.846437]	~[0.635730,-0.058671,-0.720317,-0.271198]	~[0.419072,-0.389339,-0.047470,-0.818865]	~[-0.321902,-0.226584,-0.521905,-0.756739]	~[0.686582,-0.298854,-0.644533,-0.154496]	~[-0.014172,-0.626428,0.317776,-0.711622]	~[0.559413,-0.239779,-0.264142,-0.748193]	~[0.623490,-0.232917,-0.738379,-0.108654]	~[-0.404164,-0.510867,0.409379,-0.638808]	~[0.752167,-0.184047,-0.598249,-0.206082]	~[-0.192527,-0.722650,0.028945,-0.663228]	~[0.709303,0.337769,-0.518342,0.337821]	~[-0.189348,-0.686663,0.379782,-0.590260]
15.9071671	~[0.711536,0.173116,-0.677195,-0.071788]	~[-0.143430,-0.679807,0.077258,-0.715068]	~[0.368145,-0.320758,-0.212159,-0.846506]	~[0.635682,-0.058615,-0.720432,-0.271017]	~[0.419093,-0.389342,-0.047428,-0.818856]	~[-0.321897,-0.226385,-0.522110,-0.756660]	~[0.686581,-0.298920,-0.644483,-0.154576]	~[-0.014498,-0.626313,0.318018,-0.711608]	~[0.559419,-0.239769,-0.264123,-0.748198]	~[0.623504,-0.232940,-0.738338,-0.108806]	~[-0.404375,-0.510849,0.409540,-0.638585]	~[0.752198,-0.183845,-0.598369,-0.205799]	~[-0.192602,-0.722673,0.028964,-0.663181]	~[0.709250,0.337830,-0.518389,0.337797]	~[-0.189213,-0.686708,0.379703,-0.590302]
15.9278697	~[0.711482,0.173078,-0.677298,-0.071453]	~[-0.143299,-0.679692,0.076960,-0.715235]	~[0.368060,-0.320750,-0.212065,-0.846570]	~[0.635678,-0.058623,-0.720563,-0.270676]	~[0.419104,-0.389379,-0.047401,-0.818834]	~[-0.321880,-0.226056,-0.522179,-0.756717]	~[0.686546,-0.298987,-0.644469,-0.154667]	~[-0.014919,-0.625976,0.318390,-0.711730]	~[0.559414,-0.239751,-0.264118,-0.748209]	~[0.623536,-0.232885,-0.738319,-0.108872]	~[-0.404389,-0.510524,0.409777,-0.638685]	~[0.752104,-0.183934,-0.598488,-0.205716]	~[-0.192663,-0.722677,0.029087,-0.663154]	~[0.709222,0.337883,-0.518386,0.337810]	~[-0.189132,-0.686754,0.379636,-0.590317]
15.957434	~[0.711538,0.173179,-0.677231,-0.071282]	~[-0.143044,-0.679661,0.076543,-0.715360]	~[0.368121,-0.320772,-0.212171,-0.846508]	~[0.635676,-0.058626,-0.720624,-0.270517]	~[0.419124,-0.389349,-0.047382,-0.818839]	~[-0.321771,-0.225751,-0.522171,-0.756860]	~[0.686547,-0.298946,-0.644475,-0.154715]	~[-0.014842,-0.625838,0.318219,-0.711929]	~[0.559392,-0.239772,-0.264112,-0.748221]	~[0.623535,-0.232819,-0.738340,-0.108876]	~[-0.404225,-0.510243,0.409670,-0.639081]	~[0.752028,-0.184135,-0.598500,-0.205783]	~[-0.192695,-0.722647,0.029134,-0.663175]	~[0.709204,0.337868,-0.518398,0.337844]	~[-0.189094,-0.686754,0.379628,-0.590334]
15.9780232	~[0.711576,0.173060,-0.677211,-0.071381]	~[-0.142909,-0.679620,0.076169,-0.715467]	~[0.368162,-0.320818,-0.212370,-0.846422]	~[0.635619,-0.058806,-0.720628,-0.270601]	~[0.419138,-0.389348,-0.047373,-0.818833]	~[-0.321699,-0.225545,-0.522143,-0.756971]	~[0.686533,-0.298885,-0.644511,-0.154743]	~[-0.014600,-0.625915,0.317803,-0.712053]	~[0.559375,-0.239748,-0.264100,-0.748246]	~[0.623569,-0.232838,-0.738301,-0.108899]	~[-0.404153,-0.510350,0.409234,-0.639321]	~[0.752004,-0.184320,-0.598475,-0.205775]	~[-0.192717,-0.722587,0.029173,-0.663233]	~[0.709221,0.337901,-0.518320,0.337895]	~[-0.189011,-0.686803,0.379561,-0.590347]
16.0072806	~[0.711493,0.172779,-0.677354,-0.071537]	~[-0.142857,-0.679557,0.076023,-0.715552]	~[0.368138,-0.320833,-0.212523,-0.846389]	~[0.635484,-0.059093,-0.720696,-0.270676]	~[0.419155,-0.389322,-0.047335,-0.818839]	~[-0.321595,-0.225354,-0.522154,-0.757065]	~[0.686509,-0.298812,-0.644583,-0.154692]	~[-0.014791,-0.625831,0.317839,-0.712106]	~[0.559410,-0.239749,-0.264072,-0.748229]	~[0.623629,-0.232853,-0.738241,-0.108935]	~[-0.404238,-0.510413,0.409073,-0.639319]	~[0.751913,-0.184337,-0.598616,-0.205681]	~[-0.192640,-0.722646,0.029145,-0.663192]	~[0.709248,0.337889,-0.518231,0.337986]	~[-0.189007,-0.686815,0.379548,-0.590343]
16.0279265	~[0.711402,0.172606,-0.677502,-0.071445]	~[-0.142776,-0.679450,0.076004,-0.715672]	~[0.368201,-0.320862,-0.212757,-0.846292]	~[0.635384,-0.059196,-0.720805,-0.270597]	~[0.419174,-0.389327,-0.047276,-0.818830]	~[-0.321542,-0.225127,-0.522217,-0.757112]	~[0.686567,-0.298753,-0.644572,-0.154592]	~[-0.014962,-0.625667,0.318082,-0.712138]	~[0.559428,-0.239686,-0.264055,-0.748242]	~[0.623669,-0.232941,-0.738160,-0.109064]	~[-0.404313,-0.510222,0.409333,-0.639258]	~[0.751832,-0.184393,-0.598696,-0.205697]	~[-0.192574,-0.722714,0.029149,-0.663137]	~[0.709276,0.337912,-0.518221,0.337921]	~[-0.188893,-0.686867,0.379441,-0.590388]
16.0573078	~[0.711526,0.172466,-0.677421,-0.071317]	~[-0.142747,-0.679452,0.076085,-0.715667]	~[0.368158,-0.320900,-0.212856,-0.846271]	~[0.635409,-0.059277,-0.720808,-0.270513]	~[0.419186,-0.389339,-0.047233,-0.818821]	~[-0.321499,-0.224877,-0.522414,-0.757068]	~[0.686599,-0.298720,-0.644583,-0.154474]	~[-0.015011,-0.625470,0.318288,-0.712218]	~[0.559407,-0.239638,-0.264075,-0.748266]	~[0.623669,-0.233010,-0.738116,-0.109218]	~[-0.404221,-0.510067,0.409568,-0.639290]	~[0.751764,-0.184476,-0.598757,-0.205692]	~[-0.192654,-0.722771,0.029238,-0.663047]	~[0.709241,0.337963,-0.518218,0.337948]	~[-0.188781,-0.686939,0.379364,-0.590388]
16.0779599	~[0.711602,0.172441,-0.677355,-0.071256]	~[-0.142936,-0.679394,0.076304,-0.715661]	~[0.368031,-0.320927,-0.212833,-0.846322]	~[0.635394,-0.059374,-0.720824,-0.270484]	~[0.419181,-0.389370,-0.047209,-0.818810]	~[-0.321512,-0.224699,-0.522675,-0.756935]	~[0.686654,-0.298719,-0.644531,-0.154445]	~[-0.014871,-0.625432,0.318260,-0.712267]	~[0.559360,-0.239659,-0.264124,-0.748277]	~[0.623684,-0.233067,-0.738072,-0.109304]	~[-0.404076,-0.510100,0.409496,-0.639401]	~[0.751669,-0.184583,-0.598809,-0.205791]	~[-0.192607,-0.722783,0.029157,-0.663051]	~[0.709199,0.338017,-0.518207,0.337998]	~[-0.188703,-0.686999,0.379293,-0.590390]
16.1070879	~[0.711481,0.172415,-0.677474,-0.071397]	~[-0.143051,-0.679306,0.076521,-0.715699]	~[0.367926,-0.320950,-0.212732,-0.846384]	~[0.635323,-0.059466,-0.720869,-0.270513]	~[0.419151,-0.389372,-0.047229,-0.818823]	~[-0.321538,-0.224514,-0.522913,-0.756815]	~[0.686691,-0.298658,-0.644552,-0.154311]	~[-0.014932,-0.625400,0.318401,-0.712231]	~[0.559329,-0.239660,-0.264131,-0.748298]	~[0.623676,-0.232958,-0.738116,-0.109291]	~[-0.403991,-0.510169,0.409521,-0.639384]	~[0.751624,-0.184786,-0.598771,-0.205887]	~[-0.192698,-0.722798,0.029104,-0.663011]	~[0.709259,0.337988,-0.518125,0.338027]	~[-0.188630,-0.687028,0.379252,-0.590406]
16.1278983	~[0.711336,0.172535,-0.677601,-0.071336]	~[-0.142906,-0.679380,0.076242,-0.715687]	~[0.367815,-0.321010,-0.212738,-0.846409]	~[0.635246,-0.059351,-0.720943,-0.270520]	~[0.419130,-0.389394,-0.047238,-0.818823]	~[-0.321505,-0.224282,-0.523099,-0.756769]	~[0.686704,-0.298686,-0.644518,-0.154343]	~[-0.015258,-0.625339,0.318814,-0.712093]	~[0.559305,-0.239682,-0.264123,-0.748311]	~[0.623665,-0.232818,-0.738182,-0.109205]	~[-0.404086,-0.510140,0.409724,-0.639217]	~[0.751549,-0.184781,-0.598874,-0.205863]	~[-0.192600,-0.722827,0.028987,-0.663013]	~[0.709232,0.338000,-0.518150,0.338033]	~[-0.188656,-0.687051,0.379232,-0.590384]
16.1570584	~[0.711297,0.172805,-0.677590,-0.071184]	~[-0.142862,-0.679453,0.075989,-0.715654]	~[0.367805,-0.321081,-0.212811,-0.846368]	~[0.635257,-0.059120,-0.720994,-0.270410]	~[0.419085,-0.389413,-0.047236,-0.818837]	~[-0.321366,-0.224078,-0.523131,-0.756867]	~[0.686662,-0.298662,-0.644572,-0.154345]	~[-0.015771,-0.625246,0.319036,-0.712064]	~[0.559289,-0.239660,-0.264166,-0.748315]	~[0.623651,-0.232703,-0.738239,-0.109146]	~[-0.404310,-0.510030,0.409562,-0.639267]	~[0.751569,-0.184664,-0.598909,-0.205792]	~[-0.192507,-0.722813,0.028889,-0.663059]	~[0.709216,0.337973,-0.518199,0.338018]	~[-0.188715,-0.687051,0.379195,-0.590389]
16.1778606	~[0.711270,0.172847,-0.677625,-0.071013]	~[-0.142755,-0.679466,0.075708,-0.715692]	~[0.367820,-0.321196,-0.212874,-0.846301]	~[0.635283,-0.059023,-0.721033,-0.270263]	~[0.419022,-0.389425,-0.047276,-0.818861]	~[-0.321175,-0.223931,-0.523060,-0.757040]	~[0.686627,-0.298771,-0.644551,-0.154379]	~[-0.016023,-0.625203,0.319006,-0.712109]	~[0.559326,-0.239671,-0.264137,-0.748294]	~[0.623671,-0.232813,-0.738176,-0.109216]	~[-0.404493,-0.509913,0.409437,-0.639324]	~[0.751505,-0.184783,-0.598926,-0.205872]	~[-0.192445,-0.722832,0.028817,-0.663060]	~[0.709183,0.337933,-0.518277,0.338009]	~[-0.188675,-0.687072,0.379192,-0.590380]
16.2088017	~[0.711401,0.172521,-0.677570,-0.071021]	~[-0.142626,-0.679433,0.075487,-0.715772]	~[0.367874,-0.321282,-0.212954,-0.846225]	~[0.635309,-0.059231,-0.720967,-0.270335]	~[0.418978,-0.389422,-0.047302,-0.818884]	~[-0.321018,-0.223861,-0.523030,-0.757148]	~[0.686623,-0.298790,-0.644538,-0.154413]	~[-0.016183,-0.625161,0.319010,-0.712141]	~[0.559324,-0.239676,-0.264130,-0.748296]	~[0.623704,-0.232928,-0.738112,-0.109217]	~[-0.404537,-0.509925,0.409362,-0.639335]	~[0.751449,-0.185052,-0.598871,-0.205995]	~[-0.192431,-0.722930,0.028731,-0.662960]	~[0.709188,0.337908,-0.518287,0.338007]	~[-0.188679,-0.687104,0.379136,-0.590377]
16.2368973	~[0.711539,0.172184,-0.677495,-0.071167]	~[-0.142484,-0.679444,0.075350,-0.715805]	~[0.367931,-0.321354,-0.212932,-0.846179]	~[0.635258,-0.059539,-0.720922,-0.270507]	~[0.418958,-0.389435,-0.047326,-0.818886]	~[-0.320902,-0.223845,-0.523036,-0.757197]	~[0.686572,-0.298847,-0.644552,-0.154473]	~[-0.016305,-0.625143,0.319085,-0.712120]	~[0.559327,-0.239716,-0.264122,-0.748284]	~[0.623720,-0.232916,-0.738115,-0.109134]	~[-0.404562,-0.510035,0.409374,-0.639224]	~[0.751372,-0.185255,-0.598868,-0.206101]	~[-0.192602,-0.722923,0.028861,-0.662913]	~[0.709209,0.337872,-0.518302,0.337976]	~[-0.188702,-0.687130,0.379065,-0.590384]
16.2811943	~[0.711401,0.172177,-0.677650,-0.071094]	~[-0.142409,-0.679479,0.075203,-0.715802]	~[0.367975,-0.321337,-0.212757,-0.846210]	~[0.635198,-0.059550,-0.720987,-0.270471]	~[0.418938,-0.389437,-0.047371,-0.818893]	~[-0.320789,-0.223888,-0.522999,-0.757259]	~[0.686600,-0.298874,-0.644503,-0.154501]	~[-0.016122,-0.625193,0.318899,-0.712164]	~[0.559289,-0.239732,-0.264136,-0.748302]	~[0.623730,-0.232875,-0.738139,-0.108994]	~[-0.404284,-0.510144,0.409144,-0.639460]	~[0.751346,-0.185355,-0.598859,-0.206133]	~[-0.192860,-0.722855,0.029056,-0.662904]	~[0.709268,0.337848,-0.518250,0.337958]	~[-0.188754,-0.687109,0.379065,-0.590392]
16.2876975	~[0.711281,0.172111,-0.677800,-0.071021]	~[-0.142165,-0.679533,0.074980,-0.715823]	~[0.368029,-0.321294,-0.212569,-0.846250]	~[0.635144,-0.059540,-0.721053,-0.270426]	~[0.418966,-0.389450,-0.047370,-0.818872]	~[-0.320654,-0.223838,-0.522941,-0.757371]	~[0.686598,-0.298875,-0.644502,-0.154509]	~[-0.016161,-0.625163,0.319047,-0.712123]	~[0.559318,-0.239778,-0.264090,-0.748282]	~[0.623719,-0.232814,-0.738200,-0.108779]	~[-0.404110,-0.510293,0.409175,-0.639431]	~[0.751342,-0.185328,-0.598874,-0.206128]	~[-0.192849,-0.722847,0.029068,-0.662916]	~[0.709274,0.337886,-0.518205,0.337974]	~[-0.188866,-0.687086,0.379097,-0.590362]
16.3074175	~[0.711269,0.172105,-0.677824,-0.070935]	~[-0.142082,-0.679593,0.074831,-0.715797]	~[0.368028,-0.321154,-0.212484,-0.846325]	~[0.635143,-0.059503,-0.721055,-0.270429]	~[0.418943,-0.389471,-0.047390,-0.818873]	~[-0.320541,-0.223825,-0.522893,-0.757455]	~[0.686574,-0.298937,-0.644492,-0.154540]	~[-0.016067,-0.625257,0.319010,-0.712059]	~[0.559353,-0.239766,-0.264072,-0.748266]	~[0.623697,-0.232748,-0.738269,-0.108574]	~[-0.403980,-0.510340,0.409092,-0.639528]	~[0.751298,-0.185287,-0.598921,-0.206189]	~[-0.192791,-0.722852,0.029020,-0.662928]	~[0.709235,0.337929,-0.518227,0.337979]	~[-0.188989,-0.687060,0.379145,-0.590323]
16.3284059	~[0.711260,0.172289,-0.677775,-0.071038]	~[-0.141950,-0.679613,0.074676,-0.715821]	~[0.368007,-0.320901,-0.212399,-0.846452]	~[0.635058,-0.059357,-0.721117,-0.270496]	~[0.418889,-0.389431,-0.047441,-0.818917]	~[-0.320512,-0.223898,-0.522955,-0.757403]	~[0.686565,-0.298974,-0.644496,-0.154495]	~[-0.016089,-0.625268,0.319004,-0.712052]	~[0.559343,-0.239771,-0.264081,-0.748269]	~[0.623676,-0.232698,-0.738330,-0.108390]	~[-0.403844,-0.510348,0.409004,-0.639665]	~[0.751321,-0.185222,-0.598902,-0.206218]	~[-0.192994,-0.722762,0.029127,-0.662963]	~[0.709368,0.337824,-0.518141,0.337937]	~[-0.189019,-0.687059,0.379150,-0.590311]
16.3573276	~[0.711211,0.172442,-0.677774,-0.071173]	~[-0.141836,-0.679643,0.074597,-0.715824]	~[0.367994,-0.320697,-0.212453,-0.846521]	~[0.634950,-0.059298,-0.721158,-0.270652]	~[0.418914,-0.389425,-0.047412,-0.818909]	~[-0.320589,-0.223917,-0.523039,-0.757307]	~[0.686545,-0.298996,-0.644513,-0.154465]	~[-0.015789,-0.625436,0.318714,-0.712041]	~[0.559307,-0.239772,-0.264095,-0.748291]	~[0.623700,-0.232651,-0.738350,-0.108218]	~[-0.403711,-0.510529,0.408818,-0.639724]	~[0.751329,-0.184952,-0.599027,-0.206068]	~[-0.193126,-0.722696,0.029173,-0.662995]	~[0.709493,0.337714,-0.518010,0.337988]	~[-0.189068,-0.687016,0.379148,-0.590346]
16.3781941	~[0.711081,0.172562,-0.677884,-0.071133]	~[-0.141847,-0.679699,0.074537,-0.715775]	~[0.368123,-0.320565,-0.212526,-0.846496]	~[0.634932,-0.059130,-0.721198,-0.270628]	~[0.418928,-0.389437,-0.047394,-0.818896]	~[-0.320692,-0.223929,-0.523116,-0.757207]	~[0.686532,-0.298973,-0.644525,-0.154519]	~[-0.015587,-0.625630,0.318503,-0.711969]	~[0.559262,-0.239786,-0.264140,-0.748304]	~[0.623692,-0.232701,-0.738347,-0.108178]	~[-0.403520,-0.510791,0.408615,-0.639764]	~[0.751363,-0.184655,-0.599106,-0.205981]	~[-0.193168,-0.722710,0.029222,-0.662965]	~[0.709597,0.337705,-0.517860,0.338007]	~[-0.189086,-0.686955,0.379154,-0.590408]
